0,1,2,3,4,5,6
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,مشکی,"320,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"415,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"324,000,000"
کوییک،,1399,دنده ای-دنده,"4,800 کیلومتر",دنده ای,مشکی,"305,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"330,000,000"
کوییک،,1401,دنده ای-دنده,"5,500 کیلومتر",دنده ای,نقره ای,"315,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,کرم,"322,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"324,000,000"
کوییک،,1400,دنده ای-دنده,"12,000 کیلومتر",دنده ای,سفید,"300,000,000"
کوییک،,1400,دنده ای-دنده,"11,000 کیلومتر",دنده ای,سفید,"298,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"340,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,مشکی,"311,000,000"
کوییک،,1399,دنده ای-دنده,"67,000 کیلومتر",دنده ای,سفید,"275,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,"1,600 کیلومتر",اتوماتیک,سفید,"410,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,نقره ای,"310,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"430,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"320,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,"1,300 کیلومتر",اتوماتیک,کرم,"415,000,000"
کوییک،,1400,دنده ای-دنده,"39,000 کیلومتر",دنده ای,نقره ای,"291,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"315,000,000"
کوییک،,1400,دنده ای-دنده,"21,000 کیلومتر",دنده ای,مشکی,"300,000,000"
کوییک،,1400,دنده ای-دنده,"24,000 کیلومتر",دنده ای,سفید,"291,000,000"
کوییک،,1400,دنده ای-دنده,"23,000 کیلومتر",دنده ای,سفید,"298,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"321,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"327,000,000"
کوییک،,1401,دنده ای-دنده,"6,000 کیلومتر",دنده ای,مشکی,"300,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"412,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"310,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"315,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,مشکی,"325,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,مشکی,"322,000,000"
کوییک،,1401,اتوماتیک-R,کارکرد صفر,اتوماتیک,سفید,"413,000,000"
کوییک،,1399,دنده ای-دنده,"12,000 کیلومتر",دنده ای,سفید,"285,000,000"
کوییک،,1400,اتوماتیک-اتوماتیک,"10,000 کیلومتر",اتوماتیک,سفید,"390,000,000"
کوییک،,1401,دنده ای-دنده,"2,000 کیلومتر",دنده ای,سفید,"300,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"330,000,000"
کوییک،,1399,اتوماتیک-اتوماتیک,"7,000 کیلومتر",اتوماتیک,اطلسی,"385,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"312,500,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"310,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"320,000,000"
کوییک،,1399,دنده ای-دنده,"28,000 کیلومتر",دنده ای,سفید,"298,000,000"
کوییک،,1398,دنده ای-دنده,"75,000 کیلومتر",دنده ای,سفید,"265,000,000"
کوییک،,1401,دنده ای-دنده,"3,000 کیلومتر",دنده ای,سفید,"320,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,"2,500 کیلومتر",اتوماتیک,سفید,"420,000,000"
کوییک،,1401,اتوماتیک-R,کارکرد صفر,اتوماتیک,سفید,"413,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"315,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"305,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"415,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"320,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"312,000,000"
کوییک،,1399,دنده ای-دنده,"16,900 کیلومتر",دنده ای,مشکی,"287,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,مشکی,"310,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"315,000,000"
کوییک،,1399,دنده ای-دنده,"22,000 کیلومتر",دنده ای,سفید,"282,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"410,000,000"
کوییک،,1400,دنده ای-دنده,"4,000 کیلومتر",دنده ای,سفید,"290,000,000"
کوییک،,1398,دنده ای-دنده,"46,000 کیلومتر",دنده ای,مشکی,"286,000,000"
کوییک،,1401,دنده ای-دنده,"4,500 کیلومتر",دنده ای,سفید,"312,000,000"
کوییک،,1399,دنده ای-دنده,"35,000 کیلومتر",دنده ای,سفید,"280,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"322,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"305,000,000"
کوییک،,1400,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"305,000,000"
کوییک،,1400,دنده ای-دنده,"27,000 کیلومتر",دنده ای,سفید,"285,000,000"
کوییک،,1399,دنده ای-دنده,"5,000 کیلومتر",دنده ای,سفید,"295,000,000"
کوییک،,1399,دنده ای-دنده,"20,000 کیلومتر",دنده ای,مشکی,"290,000,000"
کوییک،,1399,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"303,000,000"
کوییک،,1401,اتوماتیک-R,کارکرد صفر,اتوماتیک,سفید,"420,000,000"
کوییک،,1400,دنده ای-دنده,"11,000 کیلومتر",دنده ای,سفید,"290,000,000"
کوییک،,1401,دنده ای-دنده,"1,700 کیلومتر",دنده ای,سفید,"319,500,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"309,000,000"
کوییک،,1400,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"300,000,000"
کوییک،,1400,دنده ای-دنده,"28,000 کیلومتر",دنده ای,مشکی,"292,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,مشکی,"317,800,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"425,000,000"
کوییک،,1400,دنده ای-دنده,"7,000 کیلومتر",دنده ای,سفید,"300,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"303,000,000"
کوییک،,1400,دنده ای-دنده,"9,000 کیلومتر",دنده ای,سفید,"293,000,000"
کوییک،,1399,اتوماتیک-اتوماتیک,"40,000 کیلومتر",اتوماتیک,سفید,"350,000,000"
کوییک،,1401,دنده ای-دنده,"3,000 کیلومتر",دنده ای,مشکی,"304,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"325,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"310,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"308,000,000"
کوییک،,1401,دنده ای-دنده,"7,000 کیلومتر",دنده ای,نقره ای,"300,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,مشکی,"310,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"302,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"360,000,000"
کوییک،,1401,دنده ای-دنده,"9,000 کیلومتر",دنده ای,سفید,"305,000,000"
کوییک،,1401,دنده ای-دنده,"18,000 کیلومتر",دنده ای,سفید,"305,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"295,500,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"305,000,000"
کوییک،,1400,دنده ای-دنده,"16,000 کیلومتر",دنده ای,سفید,"290,000,000"
کوییک،,1400,دنده ای-دنده,"20,000 کیلومتر",دنده ای,سفید,"277,000,000"
کوییک،,1400,دنده ای-دنده,"10,000 کیلومتر",دنده ای,سفید,"295,000,000"
کوییک،,1400,دنده ای-دنده,"5,000 کیلومتر",دنده ای,سفید,"297,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"425,000,000"
کوییک،,1398,اتوماتیک-اتوماتیک,"13,000 کیلومتر",اتوماتیک,سفید,"385,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,مشکی,"307,000,000"
کوییک،,1400,دنده ای-دنده,"8,500 کیلومتر",دنده ای,سفید,"300,000,000"
کوییک،,1401,دنده ای-دنده,"1,600 کیلومتر",دنده ای,مشکی,"298,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"310,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"303,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"312,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"315,000,000"
کوییک،,1401,دنده ای-دنده,"1,400 کیلومتر",دنده ای,سفید,"294,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"302,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"420,000,000"
کوییک،,1401,اتوماتیک-اتوماتیک,کارکرد صفر,اتوماتیک,سفید,"420,000,000"
کوییک،,1400,دنده ای-دنده,"7,000 کیلومتر",دنده ای,سفید,"280,000,000"
کوییک،,1399,دنده ای-دنده,"13,000 کیلومتر",دنده ای,سفید,"290,000,000"
کوییک،,1400,دنده ای-دنده,"56,000 کیلومتر",دنده ای,سفید,"281,000,000"
کوییک،,1400,دنده ای-دنده,"28,000 کیلومتر",دنده ای,سفید,"279,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"300,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"300,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"315,000,000"
کوییک،,1401,دنده ای-دنده,کارکرد صفر,دنده ای,سفید,"310,000,000"
کوییک،,1400,دنده ای-دنده,"8,900 کیلومتر",دنده ای,نقره ای,"300,000,000"
