0,1,2,3,4,5,6
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"319,000,000"
ساینا،,1397,دنده ای-EX,"62,000 کیلومتر",دنده ای,سفید,"250,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"317,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"310,000,000"
ساینا،,1398,دنده ای-EX,"57,000 کیلومتر",دنده ای,سفید,"272,000,000"
ساینا،,1400,دنده ای-پلاس,"11,000 کیلومتر",دنده ای,سفید,"295,000,000"
ساینا،,1399,دنده ای-EX,"36,000 کیلومتر",دنده ای,سفید,"263,000,000"
ساینا،,1399,دنده ای-EX,"34,000 کیلومتر",دنده ای,سفید,"277,000,000"
ساینا،,1401,دنده ای-S,44 کیلومتر,دنده ای,سفید,"310,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"320,000,000"
ساینا،,1399,دنده ای-EX,"9,100 کیلومتر",دنده ای,سفید,"285,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"317,000,000"
ساینا،,1397,دنده ای-EX,"131,000 کیلومتر",دنده ای,سفید,"265,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"315,000,000"
ساینا،,1397,دنده ای-EX,"33,800 کیلومتر",دنده ای,سفید,"270,000,000"
ساینا،,1400,دنده ای-پلاس,"55,000 کیلومتر",دنده ای,سفید,"297,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"320,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"310,000,000"
ساینا،,1399,دنده ای-EX,"36,000 کیلومتر",دنده ای,سفید,"275,000,000"
ساینا،,1401,دنده ای-S,"1,900 کیلومتر",دنده ای,سفید,"311,000,000"
ساینا،,1401,دنده ای-EX,"7,700 کیلومتر",دنده ای,سفید,"300,000,000"
ساینا،,1396,دنده ای-EX,"35,000 کیلومتر",دنده ای,سفید,"262,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"300,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"300,000,000"
ساینا،,1399,دنده ای-EX,"30,000 کیلومتر",دنده ای,سفید,"288,500,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"315,000,000"
ساینا،,1398,دنده ای-EX,"394,000 کیلومتر",دنده ای,سفید,"263,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"310,000,000"
ساینا،,1400,دنده ای-EX,"8,000 کیلومتر",دنده ای,سفید,"281,000,000"
ساینا،,1399,دنده ای-EX,"54,000 کیلومتر",دنده ای,سفید,"275,000,000"
ساینا،,1400,دنده ای-EX,"49,000 کیلومتر",دنده ای,سفید,"282,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"310,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"301,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"307,000,000"
ساینا،,1399,دنده ای-EX,"28,000 کیلومتر",دنده ای,سفید,"269,000,000"
ساینا،,1400,دنده ای-EX,کارکرد صفر,دنده ای,سفید,"293,000,000"
ساینا،,1401,دنده ای-S,"6,000 کیلومتر",دنده ای,سفید,"295,000,000"
ساینا،,1399,دنده ای-EX,"48,000 کیلومتر",دنده ای,سفید,"270,000,000"
ساینا،,1400,دنده ای-EX,"35,000 کیلومتر",دنده ای,سفید,"283,000,000"
ساینا،,1401,دنده ای-S,700 کیلومتر,دنده ای,سفید,"302,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"315,000,000"
ساینا،,1401,دنده ای-S,"23,000 کیلومتر",دنده ای,سفید,"290,000,000"
ساینا،,1400,دنده ای-EX,"12,700 کیلومتر",دنده ای,سفید,"300,000,000"
ساینا،,1399,دنده ای-EX,"50,000 کیلومتر",دنده ای,سفید,"270,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"310,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"320,000,000"
ساینا،,1401,دنده ای-EX,"6,200 کیلومتر",دنده ای,سفید,"297,000,000"
ساینا،,1398,دنده ای-EX,"18,000 کیلومتر",دنده ای,سفید,"270,000,000"
ساینا،,1399,دنده ای-EX,"47,000 کیلومتر",دنده ای,سفید,"275,000,000"
ساینا،,1401,دنده ای-S,کارکرد صفر,دنده ای,سفید,"304,000,000"
ساینا،,1401,دنده ای-S,17 کیلومتر,دنده ای,سفید,"295,000,000"
